,sentence,field,form_subj,lemma_subj,form_verb,lemma_verb,form_obj,lemma_obj,clean
3054,"Svensk uppslagsbok, Malmö 1934 (uppslagsord Förenade gummifabrikernas AB) 1934 bytte moderbolaget namn till Tretorn AB.",прятать,uppslagsbok,uppslagsbok,bytte,byta,namn,namn,True
3055,"Sveriges Nationella Förbund bildades redan 1915, under namnet Sveriges Nationella Ungdomsförbund. 1935 bytte man namn och blev alltmer antisemitiskt.",прятать,man,man,bytte,byta,namn,namn,True
3056,"Symarip var namnet Pyramids baklänges, gruppen som bytt skivbolag i smyg till bolaget Treasue Isle ville kunna spela in utan bråk med det föregående bolaget.",прятать,som,som,bytt,byta,skivbolag,skivbolag,True
3057,"Symbioten kan byta skepnad, inklusive möjligheten att forma spikar eller utöka dess storlek, samt härma andra humanoiders utseenden efter att det har erhållit en värd.",прятать,symbioten,symbiot,byta,byta,skepnad,skepnad,True
3058,Syntetiska språk är inom språktypologi en term som används för att beskriva språk där enskilda ord ändrar form (böjs) beroende på grammatisk funktion.,прятать,ord,ord,ändrar,ändra,form,form,True
3059,"Syreandelen i atmosfären ökade, och jordens albedo ändrade sig.",прятать,albedo,albedo,ändrade,ändra,sig,sig,True
3060,"Systemanropet chroot ändrar roten i filträdet i den begränsade processens och alla barnprocessers vy, så att de då de hänvisar till rotkatalogen ""/"" ser den modifierade roten, till exempel vad som för icke-begränsade användare är ""/home/kalle"".",прятать,chroot,chroo,ändrar,ändra,roten,rot,True
3061,"Talet är i stort sett konstant inom ett ämnes fas, men förändras då det byter tillstånd.",прятать,det,den,byter,byta,tillstånd,tillstånd,True
3062,"Teatern bytte 1945 namn till Coronet Theatre, med renoveringar av arkitekterna Walker & Gillette, och döptes åter igen om 1959, då till Eugene O'Neill Theatre till ära av den amerikanske dramatikern Eugene O'Neill av den dåvarande ägaren Lester Osterman.",прятать,teatern,teater,bytte,byta,namn,namn,True
3063,Tele2Vision bytte namn från KabelVision den 1 juli 2005 och meddelade samtidigt att man gradvis kommer att digitalisera sina nät.,прятать,vision,vision,bytte,byta,namn,namn,True
3064,"Ten Kate hade fått chipstillverkaren Pata som sponsor, så teamet bytte namn till Pata Honda.",прятать,teamet,team,bytte,byta,namn,namn,True
3065,Tennessee har bytt huvudstad fem gånger.,прятать,tennessee,tennessee,bytt,byta,huvudstad,huvudstad,True
3066,"Tenth Avenue börjar vid West 13th Street och West Side Highway i West Village / Meatpacking District och den går uptown (norrgående) i 47 kvarter, till korsningen vid West 59th Street, där den byter namn till Amsterdam Avenue och fortsätter norrut.",прятать,den,den,byter,byta,namn,namn,True
3068,Texten speglar känslorna som bandmedlemmarna själva hade när de bytte trummis från Janne Heiskanen till Aki Hakala innan sekelskiftet.,прятать,bandmedlemmarna,bandmedlemm,bytte,byta,som,som,True
3069,Texten speglar känslorna som bandmedlemmarna själva hade när de bytte trummis från Janne Heiskanen till Aki Hakala innan sekelskiftet.,прятать,de,de,bytte,byta,som,som,True
3070,Thailand var känt under namnet Siam fram till 1939 då riket bytte namn till Thailand.,прятать,riket,rike,bytte,byta,namn,namn,True
3071,The End bytte senare namn till Beyaz och genomförde sin sista spelning 1983.,прятать,end,end,bytte,byta,namn,namn,True
3072,The Hope of Israel har under årens lopp bytt namn och utgivningsort ett flertal gånger och kallas idag Bible Advocate.,прятать,hope,hope,bytt,byta,namn,namn,True
3073,"The Strokes bytte musikproducent till albumet, från Gordon Raphael till David Kahne, och har beskrivit det som en annorlunda och experimentell skiva.",прятать,strokes,stroke,bytte,byta,musikproducent,musikproducent,True
3074,Thirsk skrev helst positiva texter om hur människor kan förändra sina liv till det bättre.,прятать,människor,människa,förändra,förändra,liv,liv,True
3075,Tiamats historia började 1989 då Treblinka bytte namn.,прятать,treblinka,treblinka,bytte,byta,namn,namn,True
3076,"Tidigare under säsongen hade även Pittsburgh Lyceum och Pittsburgh Bankers gjort en spelaraffär då Angus ""Dutch"" Koch och Harry Burgoyne bytte klubbar med varandra.",прятать,angus,angus,bytte,byta,klubbar,klubb,True
3077,Tidigt under 1980-talet bytte partiet fot från att ha varit starkt prosovjetiskt till att eftersträva ett samhälle av amerikansk modell.,прятать,talet,tale,bytte,byta,fot,fot,True
3078,Tidigt under 1980-talet bytte partiet fot från att ha varit starkt prosovjetiskt till att eftersträva ett samhälle av amerikansk modell.,прятать,partiet,parti,bytte,byta,fot,fot,True
3079,Tidningen bytte 1960 namn till Nationsbladet Norrlands Varjehanda.,прятать,tidningen,tidning,bytte,byta,namn,namn,True
3080,Tidningen bytte efter några år namn till Arbetarkamp och senare Klartext.,прятать,tidningen,tidning,bytte,byta,namn,namn,True
3081,Till 1933 bytte modellserien namn till Packard Twelve.,прятать,modellserien,modellserie,bytte,byta,namn,namn,True
3082,"Till 1991 bytte mästerskapet namn ännu en gång, nu till FIA Sportscar World Championship och det nya 3,5-liters reglementet fick full effekt i mästerskapet 1992, då de äldre Grupp C-bilarna inte längre fick tävla.",прятать,mästerskapet,mästerskap,bytte,byta,namn,namn,True
3083,Till 2011 bytte Espargaró till Moto2-klassen där han körde en Pons Kalex för Pons HP 40.,прятать,espargaró,espargaró,bytte,byta,klassen,klass,True
3084,"Tillbyggnader och restaureringar, särskilt under 1800-talet, har dock förändrat dess utseende.",прятать,tillbyggnader,tillbyggnad,förändrat,förändra,utseende,utseende,True
3085,Till den andra säsongen bytte man också ut sändningsformatet; istället för att sända tre program i veckan blev det bara ett.,прятать,man,man,bytte,byta,sändningsformatet,sändningsformat,True
3086,"Till en början hette de Kaspir, innan de bytte namn till Sum 41.",прятать,de,de,bytte,byta,namn,namn,True
3087,"Till en början tar Almeng detta mycket allvarligt, men när han förstår att Elise lider så mycket att hon vill ta sitt liv ändrar han sig.",прятать,han,han,ändrar,ändra,sig,sig,True
3088,Tillfälliga växlar Slängväxel Slängväxel är ett uttryck för en tillfällig växel som används vid anslutning av spår som mycket sällan behöver kontakt med huvudlinjen.,прятать,tillfälliga,tillfälliga,växlar,växla,uttryck,uttryck,True
3089,"Till hans mest kända verk hör Torsk: en biografi om fisken som förändrade världen och Salt: en världshistoria som båda skildrar historien sett ur ett särskilt perspektiv, ett återkommande tema i hans författarskap.",прятать,som,som,förändrade,förändra,världen,värld,True
3090,Till säsongen 2013 har Marie Hammarström bytt klubb till Kopparbergs Göteborg FC.,прятать,marie,marie,bytt,byta,klubb,klubb,True
3091,Till säsongen 2014 bytte Sissis till Mahindras fabriksstall Mahindra Racing.,прятать,sissis,sissi,bytte,byta,racing,racing,True
3092,Till säsongen ändrade FIA reglerna och bilen uteslöts ur VM.,прятать,fia,fia,ändrade,ändra,reglerna,regel,True
3093,Till slut kom Twins överens med New York Mets som bytte till sig Santana i utbyte mot fyra yngre spelare i februari 2008.,прятать,som,som,bytte,byta,santana,santan,True
3094,Tillstånd behövs inte för att utföra rensningar för att bibehålla vattnets djup eller läge eller för att omedelbart återställa ett vattendrag som har vikit från sitt förra läge eller som på något annat sätt har förändrat sitt lopp.,прятать,som,som,förändrat,förändra,lopp,lopp,True
3095,"Tillverkaren John Falle började sälja ett verktyg till detta lås även till vanliga låssmeder, vilket medförde att låstillverkaren ändrade sin konstruktion för att förhindra användandet av detta verktyg.",прятать,låstillverkaren,låstillverkare,ändrade,ändra,konstruktion,konstruktion,True
3096,"Tingsten ändrade åsikt flera gånger i sitt liv och hade starka filosofiska, historiska och litterära intressen vilket också framträder tydligt i hans författarskap.",прятать,tingsten,tingst,ändrade,ändra,gånger,gång,True
3098,Tio år efter Södergrans död bytte Svenska Författarföreningen ut det enkla träkorset mot en minnessten med en av Södergrans dikter som inskription: Modern bodde kvar i byn till 1939.,прятать,år,år,bytte,byta,träkorset,träkors,True
3099,Tio år efter Södergrans död bytte Svenska Författarföreningen ut det enkla träkorset mot en minnessten med en av Södergrans dikter som inskription: Modern bodde kvar i byn till 1939.,прятать,författarföreningen,författarförening,bytte,byta,träkorset,träkors,True
3100,"Titeln Namnet på albumet är taget från Manchesters kända fängelse, Strangeways Prison (som nu har bytt namn till Manchester HM Prison).",прятать,som,som,bytt,byta,namn,namn,True
3101,"Töjbarheten kan också ökas genom kräppning, vilket dock negativt förändrar papperets ytegenskaper.",прятать,vilket,vilken,förändrar,förändra,ytegenskaper,ytegenskap,True
3102,Toppslätskivlingen är en hygrofan vilket innebär att den ändrar färg efter fuktighet.,прятать,den,den,ändrar,ändra,färg,färg,True
3103,Tornado var den första som på ett mycket framgångsrikt sätt kunde byta moduler för att kunna anpassa sig till olika motståndare.,прятать,som,som,byta,byta,moduler,modul,True
3104,Troligen har bonobon knappast ändrat sig alls under denna tid utan stannat kvar i Afrikas regnskog utan att förändra sitt levandssätt.,прятать,bonobon,bonobo,ändrat,ändra,sig,sig,True
3105,"Trots detta är distinktionen mellan de två områdena vag, och forskare växlar ofta mellan dem under sin forskning.",прятать,forskare,forskare,växlar,växla,dem,de,True
3106,Trumbull bytte först parti till Liberal Republican Party och sedan igen till demokraterna.,прятать,trumbull,trumbull,bytte,byta,parti,parti,True
3107,TV1 fick byta kanal på grund av vertikal polarisation är olämpligt i kuperad terräng.,прятать,1,1,byta,byta,kanal,kanal,True
3108,"Två år före sin död, 1657, bytte han tjänst som professor från praktisk matematik till matematik.",прятать,han,han,bytte,byta,tjänst,tjänst,True
3109,"Typiskt består en bandrobot av ett bandbibliotek, ett antal bandstationer och en mekanisk arm som kan byta band.",прятать,som,som,byta,byta,band,band,True
3110,Tyskland ändrar artistval Den 19 november kom beskedet att Tyskland hade valt ut artisten Xavier Naidoo internt att representera landet vid detta års Eurovision Song Contest och att hans låt skulle väljas genom en nationell final i februari månad.,прятать,tyskland,tyskland,ändrar,ändra,artistval,artistval,True
3111,UB Örnsköldsvik bytte lokal hösten 2011 och ligger nu i anslutning till stadsbiblioteket i Ö-vik.,прятать,örnsköldsvik,örnsköldsvik,bytte,byta,2011,2011,True
3112,Under 1700- och 1800-talen bytte huset funktion från postkontor till ett för sin tid typiskt bostadshus.,прятать,talen,tale,bytte,byta,funktion,funktion,True
3113,Under 1700-talet ägdes gården av släkten Gyllencreutz och under 1800-talet bytte gården ägare ett flertal gånger.,прятать,gården,gård,bytte,byta,gånger,gång,True
3114,Under 1700-talet ville man dock förändra rasen då tiderna inte längre krävde en tung stridshäst utan folket ville ha en jordbrukshäst som var stark men ändå smidig.,прятать,man,man,förändra,förändra,rasen,ras,True
3115,"Under 1800-talet bytte slottet ägare flera gånger, men ägarna hade svårt att klara finansiering av underhåll och slottet förföll gradvis.",прятать,talet,tale,bytte,byta,gånger,gång,True
3116,"Under 1800-talet bytte slottet ägare flera gånger, men ägarna hade svårt att klara finansiering av underhåll och slottet förföll gradvis.",прятать,slottet,slott,bytte,byta,gånger,gång,True
3117,"Under 1990-talet skönhetsopererade Grey sin näsa, vilket förändrade hennes utseende dramatiskt.",прятать,vilket,vilken,förändrade,förändra,dramatiskt,dramatiskt,True
3118,Under 2006 ryktades det att tv-kanalen skulle byta namn till NBC News Channel sedan Microsoft sålt av en stor del av sitt delägarskap men något sådant namnbyte har ännu ej skett.,прятать,kanalen,kanal,byta,byta,namn,namn,True
3119,"Under 2011 upphörde man att använda namnet Bohusbanken, då man bytte namn på alla svenska filialer till Danske Bank.",прятать,man,man,bytte,byta,namn,namn,True
3120,"Under 2013 gavs varumärket av Joakim till dåvarande kontorshotell och eventanläggningen SHIP, som bytte namn den 24 oktober 2013.",прятать,som,som,bytte,byta,namn,namn,True
3121,"Under åren 1967 – 1980 tecknade han Raymonds spionserie ""Agent X9"", vilken under Williamsons tid på serien bytte namn till "" Agent Corrigan "".",прятать,vilken,vilken,bytte,byta,namn,namn,True
3122,Under åren ändrade han långsamt sin politiska synvinkel.,прятать,han,han,ändrade,ändra,synvinkel,synvinkel,True
3123,Under året bytte man också namn till det mer internationella International Boxing Federation.,прятать,man,man,bytte,byta,namn,namn,True
3124,Under den följande tiden bytte slottet ägare flera gånger innan det hamnade i släkten Hoyos ägo 1681 som fortfarande äger slottet.,прятать,slottet,slott,bytte,byta,gånger,gång,True
